y_over_D,u-normalised
-1.0,1.0
-0.99,1.0
-0.98,1.0
-0.97,1.0
-0.96,1.0
-0.95,1.0
-0.94,1.0
-0.9299999999999999,1.0
-0.92,1.0
-0.91,1.0
-0.9,1.0
-0.89,1.0
-0.88,1.0
-0.87,1.0
-0.86,1.0
-0.85,1.0
-0.84,1.0
-0.83,1.0
-0.8200000000000001,1.0
-0.81,1.0
-0.8,0.9999999999999999
-0.79,0.9999999999999989
-0.78,0.9999999999999891
-0.77,0.9999999999999111
-0.76,0.9999999999993663
-0.75,0.9999999999960205
-0.74,0.9999999999777991
-0.73,0.9999999998892002
-0.72,0.9999999995020042
-0.71,0.999999997971534
-0.7,0.9999999924671882
-0.69,0.9999999743524555
-0.6799999999999999,0.9999999195080443
-0.6699999999999999,0.9999997659714958
-0.6599999999999999,0.9999993666190645
-0.6499999999999999,0.9999983971383929
-0.64,0.9999961910372765
-0.63,0.9999914663034027
-0.62,0.9999819062771778
-0.61,0.9999635645074105
-0.6,0.9999300829686218
-0.59,0.9998717453819558
-0.5800000000000001,0.9997744288459723
-0.5700000000000001,0.9996185599051883
-0.56,0.9993782154509666
-0.55,0.9990205245535754
-0.54,0.998505517707678
-0.53,0.9977865336108311
-0.52,0.9968112350596972
-0.51,0.9955232143751392
-0.5,0.9938640971061001
-0.49,0.9917759925224761
-0.48,0.9892040997256233
-0.47,0.9860992638613355
-0.45999999999999996,0.9824202879443434
-0.44999999999999996,0.9781358381529895
-0.43999999999999995,0.9732258273889005
-0.42999999999999994,0.967682215608019
-0.42000000000000004,0.9615092185063058
-0.41000000000000003,0.9547229626428002
-0.4,0.9473506610879617
-0.39,0.9394294073940261
-0.38,0.9310046971427121
-0.37,0.9221287869575643
-0.36,0.9128589929368457
-0.35,0.9032560165721305
-0.33999999999999997,0.8933823689148839
-0.32999999999999996,0.8833009452587278
-0.31999999999999995,0.8730737846655028
-0.30999999999999994,0.8627610325071506
-0.29999999999999993,0.8524201105625612
-0.29000000000000004,0.8421050884238781
-0.28,0.8318662420355076
-0.27,0.821749779893525
-0.26,0.8117977144201288
-0.25,0.802047854880294
-0.24,0.7925338984987733
-0.22999999999999998,0.7832855977647863
-0.21999999999999997,0.7743289839275472
-0.20999999999999996,0.7656866290960129
-0.19999999999999996,0.757377931930036
-0.18999999999999995,0.7494194144746443
-0.17999999999999994,0.7418250201227254
-0.16999999999999993,0.7346064049151277
-0.16000000000000003,0.7277732163565078
-0.15000000000000002,0.7213333556216801
-0.14,0.7152932204512366
-0.13,0.7096579272002456
-0.12,0.7044315114314081
-0.10999999999999999,0.6996171071601058
-0.09999999999999998,0.6952171053908253
-0.08999999999999997,0.6912332929597738
-0.07999999999999996,0.6876669729427705
-0.06999999999999995,0.6845190680240545
-0.05999999999999994,0.68179020827111
-0.04999999999999993,0.6794808047407352
-0.040000000000000036,0.6775911102674095
-0.030000000000000027,0.676121268668969
-0.020000000000000018,0.6750713534568458
-0.010000000000000009,0.6744413969668286
0.0,0.6742314106379472
0.010000000000000009,0.6744413969668286
0.020000000000000018,0.6750713534568458
0.030000000000000027,0.676121268668969
0.040000000000000036,0.6775911102674095
0.050000000000000044,0.6794808047407352
0.06000000000000005,0.68179020827111
0.07000000000000006,0.6845190680240545
0.08000000000000007,0.6876669729427705
0.09000000000000008,0.6912332929597739
0.10000000000000009,0.6952171053908254
0.1100000000000001,0.6996171071601058
0.1200000000000001,0.7044315114314081
0.13000000000000012,0.7096579272002457
0.14000000000000012,0.7152932204512367
0.15000000000000013,0.7213333556216801
0.15999999999999992,0.7277732163565078
0.16999999999999993,0.7346064049151277
0.17999999999999994,0.7418250201227254
0.18999999999999995,0.7494194144746443
0.19999999999999996,0.757377931930036
0.20999999999999996,0.7656866290960129
0.21999999999999997,0.7743289839275472
0.22999999999999998,0.7832855977647863
0.24,0.7925338984987733
0.25,0.802047854880294
0.26,0.8117977144201288
0.27,0.821749779893525
0.28,0.8318662420355076
0.29000000000000004,0.8421050884238781
0.30000000000000004,0.8524201105625613
0.31000000000000005,0.8627610325071507
0.32000000000000006,0.873073784665503
0.33000000000000007,0.8833009452587278
0.3400000000000001,0.8933823689148839
0.3500000000000001,0.9032560165721306
0.3600000000000001,0.9128589929368457
0.3700000000000001,0.9221287869575644
0.3800000000000001,0.9310046971427122
0.3900000000000001,0.9394294073940261
0.40000000000000013,0.9473506610879618
0.4099999999999999,0.9547229626428001
0.41999999999999993,0.9615092185063057
0.42999999999999994,0.967682215608019
0.43999999999999995,0.9732258273889005
0.44999999999999996,0.9781358381529895
0.45999999999999996,0.9824202879443434
0.47,0.9860992638613355
0.48,0.9892040997256233
0.49,0.991775992522476
0.5,0.9938640971061001
0.51,0.9955232143751392
0.52,0.9968112350596972
0.53,0.9977865336108311
0.54,0.998505517707678
0.55,0.9990205245535754
0.56,0.9993782154509666
0.5700000000000001,0.9996185599051883
0.5800000000000001,0.9997744288459723
0.5900000000000001,0.9998717453819558
0.6000000000000001,0.9999300829686218
0.6100000000000001,0.9999635645074105
0.6200000000000001,0.9999819062771778
0.6300000000000001,0.9999914663034027
0.6400000000000001,0.9999961910372765
0.6500000000000001,0.9999983971383929
0.6600000000000001,0.9999993666190645
0.6699999999999999,0.9999997659714958
0.6799999999999999,0.9999999195080443
0.69,0.9999999743524555
0.7,0.9999999924671882
0.71,0.999999997971534
0.72,0.9999999995020042
0.73,0.9999999998892002
0.74,0.9999999999777991
0.75,0.9999999999960205
0.76,0.9999999999993663
0.77,0.9999999999999111
0.78,0.9999999999999891
0.79,0.9999999999999989
0.8,0.9999999999999999
0.81,1.0
0.8200000000000001,1.0
0.8300000000000001,1.0
0.8400000000000001,1.0
0.8500000000000001,1.0
0.8600000000000001,1.0
0.8700000000000001,1.0
0.8800000000000001,1.0
0.8900000000000001,1.0
0.9000000000000001,1.0
0.9100000000000001,1.0
0.9199999999999999,1.0
0.9299999999999999,1.0
0.94,1.0
0.95,1.0
0.96,1.0
0.97,1.0
0.98,1.0
0.99,1.0
1.0,1.0
